strain	species	species_match	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	hypermucoidy	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Ntmdz	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
ERR486418	Klebsiella pneumoniae	strong	157	284424	429563	ST15	0	2	5	7	-	0	-	0	-	0	-	0	-	wzi24	KL24	-	High	99.98%	KL24_13_wcuG	O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	-	-	-	-	DfrA1*	AmpH*;SHV-28*;OXA-1	VIM-4	CTX-M-15	-	-	-
ERR486419	Klebsiella pneumoniae	strong	202	179920	590707	ST29	1	1	10	15	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	wzi85	KL30	?*	Good	96.56%		O1v2	?-	Good	99.41%	O1/O2v2_03_wbbM	ST29	2	3	2	2	6	4	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;Aac6-IIc;Aph3''Ia*?	MgrB-57%	-	QnrB4;GyrA-83F	-	EreA2?	-	CatA2*	-	SulI?	TetD	DfrA19*	AmpH*;DHA-1	-	CTX-M-15;SHV-12?	-	-	TEM-30*
ERR486420	Klebsiella pneumoniae	strong	185	222755	370627	ST15	0	1	5	9	-	0	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.98%	KL24_13_wcuG,KL24_14_wzy	O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	QnrB1;ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatA1*;CatB4?	-	-	-	DfrA14	AmpH*;SHV-28*;OXA-1	-	CTX-M-15	-	-	-
ERR486421	Klebsiella pneumoniae	strong	125	299356	522458	ST231	0	1	5	10	-	0	-	0	-	0	-	0	-	wzi104	KL51	-	High	99.40%	KL51_14_wcoZ	O1v2	none	Very high	98.45%		ST231	2	6	1	3	26	1	77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac3-IId*;AadA1-pm*?;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	SulII	-	DfrA14	AmpH*	-	CTX-M-15	-	-	-
ERR486422	Klebsiella pneumoniae	strong	127	341819	771591	ST323	0	0	5	5	-	0	-	0	-	0	-	0	-	wzi262	KL21	none	Very high	99.98%		O3b	none	Very high	99.20%		ST323	2	1	1	1	9	1	93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	QnrB1?	-	-	-	CatB4?	-	-	TetA	DfrA14	AmpH*;SHV-187*;OXA-1	-	-	-	-	-
ERR486423	Klebsiella pneumoniae	strong	138	210229	846588	ST353	1	0	1	1	ybt 10; ICEKp4	84-1LV	-	0	-	0	-	0	-	wzi346	KL110	?-+	Good	99.04%	KL110_18_manC,KL110_19_manB	OL104	?-+*	Good	85.34%	OL104_01_manC,OL104_02_manB,OL104_08_wbdC	ST353	3	9	47	1	13	1	16	3	12	4	3	14	50	216	3	15	8	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83Y	-	-	-	-	-	-	-	-	SHV-187*;AmpH*	-	-	-	-	-
ERR486424	Klebsiella pneumoniae	strong	137	257487	423788	ST17	0	0	4	4	-	0	-	0	-	0	-	0	-	wzi141	KL25	?-	Good	99.16%	KL25_09_wfeD	O5	*	High	94.21%		ST17	2	1	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SulI	TetD	DfrA21	AmpH*	-	-	-	SHV-1*?	-
ERR486426	Klebsiella pneumoniae	strong	146	181933	435754	ST48	1	1	8	12	ybt 5; ICEKp6	11	-	0	-	0	-	0	-	wzi62	KL62	?-	Good	99.72%	KL62_12	O1v1	none	Very high	97.87%		ST48	2	5	2	2	7	1	10	10	8	10	7	18	4	89	7	8	5	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;Aac3-IIa*	-	-	GyrA-83Y	-	MphA	-	CatA1*;CatB4?	-	SulI;SulII*	-	DfrA12	AmpH*;OXA-1	-	CTX-M-15	-	SHV-1?	-
ERR486427	Klebsiella pneumoniae	strong	138	330307	803779	ST17	1	0	0	0	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.21%		ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486428	Klebsiella pneumoniae	strong	262	142163	470639	ST1380	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi186	KL2	none	Very high	98.72%		O1/O2v2	none	Very high	99.49%		ST1380	2	3	1	1	9	10	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	-	SHV-26
ERR486429	Klebsiella pneumoniae	strong	128	245410	507694	ST215	0	1	8	11	-	0	-	0	-	0	-	0	-	wzi247	KL16	none	Very high	99.98%		O1v1	none	Very high	98.96%		ST215	2	1	38	37	10	4	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?	-	-	-	CatB4?	-	SulII	TetA	DfrA14	AmpH*;OXA-1	-	CTX-M-15	-	-	SHV-26*;TEM-30*
ERR486430	Klebsiella pneumoniae	strong	251	180120	490794	ST188	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi114	KL8	-	High	98.76%	KL8_10_wcsI	O3b	none	Very high	98.94%		ST188	3	1	1	3	4	28	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-37	-	-	-	-	-
ERR486431	Klebsiella pneumoniae	strong	91	389514	1560720	ST336	1	1	5	5	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.16%	KL25_09_wfeD	O5	*	High	94.22%		ST336	2	1	1	1	72	4	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QnrB1?	-	-	-	CatB4?	-	-	-	DfrA14	SHV-187*;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486441	Klebsiella pneumoniae	strong	185	213881	614887	ST460	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi374	KL140	none	Very high	99.68%		O1/O2v2	?-	Good	98.40%	O1/O2v2_04_glf	ST460	2	1	20	1	1	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486455	Klebsiella pneumoniae	strong	159	255136	399904	ST15	0	0	5	9	-	0	-	0	-	0	-	0	-	wzi274	KL30	none	Very high	99.15%		O1v1	none	Very high	99.88%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;AadA1-pm*?	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	-	-	SulI	TetD	DfrA12	AmpH*;SHV-28*	-	-	-	-	-
ERR486456	Klebsiella pneumoniae	strong	95	319815	968360	ST252	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi104	KL51	-	High	99.40%	KL51_14_wcoZ	O1v2	none	Very high	98.41%		ST252	2	5	1	1	9	1	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-1?	-
ERR486457	Klebsiella pneumoniae	strong	169	314729	563812	ST405	1	1	9	11	ybt unknown	0	-	0	-	0	-	0	-	wzi424	KL151	none	Very high	99.23%		O4	none	Very high	99.70%		ST405	2	1	62	3	10	4	110	6	4	20*	61*	1	126*	131*	2	4	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?	-	-	-	CatB4?	-	SulII	TetA	DfrA14	AmpH*;OXA-1	-	CTX-M-15	-	SHV-76*	TEM-30*
ERR486458	Klebsiella pneumoniae	strong	156	182648	451483	ST307	0	1	8	12	-	0	-	0	-	0	-	0	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.46%		ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?;ParC-80I;GyrA-83I	-	-	-	CatB4?	-	SulII	TetA	DfrA14	SHV-28*;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486459	Klebsiella pneumoniae	strong	107	265140	759884	ST221	0	2	10	14	-	0	-	0	-	0	-	0	-	wzi39	KL39	none	Very high	99.98%		O3b	none	Very high	99.17%		ST221	2	5	1	6	9	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA16*;StrB;StrA*	-	-	QnrB2*	-	MphA	-	CatA2*	Arr3	SulI;SulI;SulII*	-	DfrA27	AmpH*	OXA-48	SHV-13*	-	TEM-135*	-
ERR486460	Klebsiella pneumoniae	strong	133	274043	490691	ST1236	1	1	8	11	ybt 5; ICEKp6	11	-	0	-	0	-	0	-	wzi62	KL62	?-	Good	99.71%	KL62_12	O1v1	none	Very high	97.87%		ST1236	2	5	117	2	7	1	10	10	8	10	7	18	4	89	7	8	5	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	GyrA-83Y	-	MphA	-	CatA1*	-	SulII*;SulI	-	DfrA12	AmpH*;OXA-1	-	CTX-M-15	-	SHV-1?	-
ERR486461	Klebsiella pneumoniae	strong	167	343947	1412415	ST874	0	1	8	12	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI	-	DfrA17	SHV-121;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486462	Klebsiella pneumoniae	strong	206	173908	632737	ST874	0	0	6	11	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;StrB;StrA;Aac3-IIa*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	-	-	CatB4?	-	SulI	-	DfrA17	AmpH*;SHV-121;OXA-1	-	-	-	-	TEM-30*
ERR486463	Klebsiella pneumoniae	strong	173	263739	1412423	ST874	0	1	8	14	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;AadA5;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI	-	DfrA17	SHV-121;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486464	Klebsiella pneumoniae	strong	164	169778	349376	ST147	0	1	6	8	-	0	-	0	-	0	-	0	-	wzi64	KL64	none	Very high	99.99%		O2v1	none	Very high	98.62%		ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*	-	-	ParC-80I;GyrA-83I	-	-	-	CatB4?	-	SulII	-	DfrA14	SHV-67*;AmpH*;OXA-1	-	CTX-M-15	-	-	-
ERR486465	Klebsiella pneumoniae	strong	507	150454	530902	ST34	0	1	8	9	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.82%		O4	none	Very high	99.67%		ST34	2	3	6	1	9	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*?	-	-	Qnr-A1	-	EreA2	-	CmlA5*?	-	SulI?	-	DfrA5	AmpH*;OXA-9	-	SHV-12?	-	-	TEM-54*
ERR486466	Klebsiella pneumoniae	strong	192	309211	897380	ST36-1LV	0	1	2	4	-	0	-	0	-	0	-	0	-	wzi27	KL27	none	Very high	99.98%		O2v2	none	Very high	98.44%		ST36-1LV	2	1	2	1	7	1*	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83F;GyrA-87G	-	-	-	-	-	-	-	-	AmpH*	-	SHV-13*	-	-	-
ERR486467	Klebsiella pneumoniae	strong	183	270196	1412422	ST874	0	1	8	14	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;AadA5;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI	-	DfrA17	SHV-121;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486468	Klebsiella pneumoniae	strong	158	218422	511778	ST211-2LV	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi50	KL17	none	Very high	98.53%		O4	none	Very high	99.76%		ST211-2LV	2	4	1	42	26	4	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486469	Klebsiella variicola	strong	332	197013	537480	ST925	0	1	6	7	-	0	-	0	-	0	-	0	-	wzi38	KL38	*	Very high	97.75%		O5	none	Very high	99.57%		ST925	16	18	21	27	153	40	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	-	-	EreA2	-	-	-	SulI	-	DfrA5	AmpH*;LEN-24*;OXA-9	-	SHV-12	-	TEM-55*	-
ERR486470	Klebsiella pneumoniae	strong	307	160670	469804	ST253	0	1	5	7	-	0	-	0	-	0	-	0	-	wzi186	KL2	none	Very high	98.65%		O1v2	none	Very high	99.46%		ST253	2	1	1	1	9	1	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*;Aph3-Ia*	-	-	-	-	MphA	-	-	-	-	-	DfrA14*	AmpH*;OXA-9	-	SHV-12?	-	-	TEM-54*
ERR486472	Klebsiella pneumoniae	strong	150	207663	695607	ST1180	0	1	3	3	-	0	-	0	-	0	-	0	-	wzi177	KL125	*	High	90.37%		O3/O3a	none	Very high	96.61%		ST1180	2	1	2	1	1	1	34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14	AmpH*	-	CTX-M-15	-	SHV-60	-
ERR486500	Klebsiella pneumoniae	strong	132	249780	476035	ST340	0	1	6	8	-	0	-	0	-	0	-	0	-	wzi50	KL15	?	Good	99.80%		O4	?	Good	99.65%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*	-	-	ParC-80I;GyrA-83I	-	-	-	CatB4?;CatA1*	-	-	-	DfrA30*	AmpH*;OXA-1	-	CTX-M-15*	-	SHV-11	-
ERR486501	Klebsiella pneumoniae	strong	134	205856	565650	ST16	0	1	7	12	-	0	-	0	-	0	-	0	-	wzi50	KL51	none	Very high	99.93%		O3b	none	Very high	99.08%		ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;AadA2*	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	MphA	-	-	-	SulI	-	DfrA12;DfrA25	AmpH*	-	CTX-M-15	-	-	SHV-26*;TEM-30*
ERR486502	Klebsiella pneumoniae	strong	119	294768	602599	ST15	0	1	6	10	-	0	-	0	-	0	-	0	-	wzi93	KL112	none	Very high	98.65%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	-	-	SulII	-	DfrA14	SHV-28*;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486504	Klebsiella pneumoniae	strong	186	172368	872565	ST340	0	1	9	11	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.85%		O4	none	Very high	99.66%		ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2	-	-	ParC-80I;GyrA-83I	-	MphA	-	CatB4?;CatA1*	-	SulI	-	DfrA30*	AmpH*;OXA-1	-	CTX-M-15*	-	SHV-11	TEM-30*
ERR486505	Klebsiella pneumoniae	strong	193	170320	505674	ST34	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi186	KL2	none	Very high	98.73%		O1/O2v2	none	Very high	99.45%		ST34	2	3	6	1	9	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	-	SHV-26
ERR486506	Klebsiella pneumoniae	strong	234	259698	800131	ST42	0	1	6	7	-	0	-	0	-	0	-	0	-	wzi33	KL64	none	Very high	99.85%		O1v1	none	Very high	99.31%		ST42	2	6	1	3	8	1	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib*	-	-	-	-	EreA2	-	-	-	SulI	-	DfrA5	AmpH*;OXA-9	-	SHV-12?	-	-	TEM-54*
ERR486507	Klebsiella pneumoniae	strong	244	232654	566590	ST101	1	1	8	14	ybt 10; ICEKp4	20-2LV	-	0	-	0	-	0	-	wzi137	KL17	none	Perfect	100.00%		O1v1	none	Very high	98.02%		ST101	2	6	1	5	4	1	6	16	12	4	3	3	61*	54*	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac3-IId*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87G	-	-	-	CatB4?	-	SulII	TetD	DfrA14	AmpH*;SHV-28*;OXA-1	-	CTX-M-15	-	-	TEM-30*;TEM-30*
ERR486508	Klebsiella pneumoniae	strong	332	148303	445007	ST26	0	0	2	2	-	0	-	0	-	0	-	0	-	wzi236	KL10	?-	Good	99.56%	KL10_07_wbaP	O1v2	none	Very high	99.41%		ST26	2	1	1	1	9	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Qnr-S1	-	-	-	-	-	-	-	-	AmpH*;SHV-36	-	-	-	-	TEM-30*
ERR486510	Klebsiella pneumoniae	strong	411	169516	405223	ST29	1	0	4	4	ybt 9; ICEKp3	69	-	0	-	0	-	0	-	wzi115	KL54	none	Very high	99.93%		O1v2	none	Very high	99.16%		ST29	2	3	2	2	6	4	4	28	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	CatA1*	-	SulI	TetD	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486511	Klebsiella pneumoniae	strong	198	240188	770385	ST14	1	1	9	20	ybt 14; ICEKp5	140	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.74%		O1v1	?-	Good	99.97%	O1/O2v1_06_wbbO	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sat-2A;Aac3-IId*;StrB*;StrA*;Aac3-IIe*?;AadA1-pm?	-	-	ParC-80I;GyrA-83Y;GyrA-87G	-	ErmB*;MphA;EreA2*	-	CmlA5;CatB4?	Arr2	SulII*;SulI*	-	DfrA1	AmpH*;OXA-1;OXA-9	-	CTX-M-15	-	TEM-206?	-
ERR486512	Klebsiella pneumoniae	strong	107	409445	784863	ST48	0	1	8	13	-	0	-	0	-	0	-	0	-	wzi62	KL62	?-	Good	99.72%	KL62_12	O1v1	none	Very high	97.87%		ST48	2	5	2	2	7	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;StrA*;Aac3-IIa*	-	-	GyrA-83Y	-	-	-	CatA1*;CatB4?	-	SulI;SulII*	TetA	DfrA12	AmpH*;OXA-1	-	CTX-M-15	-	SHV-1?	-
ERR486513	Klebsiella pneumoniae	strong	329	145479	313480	ST240-1LV	0	0	1	1	-	0	-	0	-	0	-	0	-	wzi201	KL60	none	Very high	99.02%		O1v1	none	Very high	98.62%		ST240-1LV	2	1	1	1	17	1	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	-	SHV-36;AmpH*;FOX-8*	-	-	-	-	-
ERR486514	Klebsiella pneumoniae	strong	210	200570	480344	ST985	0	0	0	0	-	0	-	0	-	0	-	0	-	wzi31	KL31	none	Very high	99.50%		O1v1	?-	Good	98.25%	O1/O2v1_06_wbbO	ST985	10	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-187	-	-	-	-	-
ERR486515	Klebsiella pneumoniae	strong	169	284712	1017892	ST874	0	1	8	14	-	0	-	0	-	0	-	0	-	wzi222	KL45	none	Very high	98.41%		O1v2	none	Very high	99.49%		ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;AadA5;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	-	CatB4?	-	SulI	-	DfrA17	SHV-121;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
ERR486517	Klebsiella pneumoniae	strong	135	276939	526560	ST230-1LV	0	0	6	6	-	0	-	0	-	0	-	0	-	wzi5	KL5	?-+*	Good	99.20%	KL5_18_manB	O3b	?-	Good	98.79%	O3b_02_manB	ST230-1LV	2	1	2	1	13	1	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5	-	-	-	-	MphA	-	-	-	SulI	-	DfrA17	AmpH*	-	-	-	SHV-77*	TEM-30*
ERR486518	Klebsiella pneumoniae	strong	184	194163	606331	ST15	0	1	7	11	-	0	-	0	-	0	-	0	-	wzi24	KL24	none	Very high	99.99%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac3-IIa*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	-	CatB4?;CatA1*	-	SulI	TetA	DfrA12	AmpH*;SHV-28*;OXA-1	-	CTX-M-15	-	-	-
ERR486519	Klebsiella pneumoniae	strong	163	207796	625789	ST15	1	0	8	14	ybt 10; ICEKp4	28	-	0	-	0	-	0	-	wzi24	KL24	none	Perfect	100.00%		O1v1	none	Very high	98.52%		ST15	1	1	1	1	1	1	1	16	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;StrB;StrA*;Aac3-IId*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	MphA	-	CatA2*	-	SulI;SulII	TetA	DfrA17	AmpH*;SHV-28*	-	-	-	-	TEM-30*
ERR486749	Klebsiella pneumoniae	strong	402	138549	301151	ST42	0	1	9	14	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.89%		O1v2	none	Very high	98.53%		ST42	2	6	1	3	8	1	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;Aph3-Ia*	-	-	ParC-80I;GyrA-83F;GyrA-87Y	-	MphA	-	CatA1*	-	SulI	TetA*;TetD	DfrA5	AmpH*	-	SHV-12?	-	-	TEM-54*;TEM-54*
ERR486750	Klebsiella pneumoniae	strong	114	311671	703903	ST423	0	0	1	3	-	0	-	0	-	0	-	0	-	wzi8	KL8	none	Very high	99.86%		O2v2	none	Very high	98.45%		ST423	2	9	2	65	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80R;GyrA-83F;GyrA-87G	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
ERR486751	Klebsiella pneumoniae	strong	254	174801	502096	ST776	0	1	7	7	-	0	-	0	-	0	-	0	-	wzi206	KL57	none	Very high	99.92%		O3/O3a	none	Very high	97.68%		ST776	2	1	2	1	2	1	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-87N	-	EreA2	-	CatA1*	-	SulI	-	DfrA5	SHV-187*;AmpH*	-	CTX-M-26	-	-	TEM-30*
